# EASY A2.0-S(PCA)
# FINAL SOLUTION FILE
# Level id:1  -  Level type: EA
# Number of entries: 50
# Number of objectives: 2
# Total variables: 3 - Free variables: 2
# Number of constraints: 7
# Obj / <id> / Free Vars / Constraints
10.068171342481 0.016900615030898  	 9909 	 2.5284586490783 3.3759258275367  	 -669.8794593311 -16900.5866057 -2.7759258275367 -40.53968993704 -0.475 -0.2330993849691 -13290165.051932 
10.360041556605 0.015560755901338  	 9594 	 2.4353405110628 3.4463616661335  	 -492.73840401047 -17687.450670666 -2.8463616661335 -40.210787049147 -0.475 -0.23443924409866 -14435011.930791 
10.70196746746 0.014390010697209  	 9424 	 2.4024313091421 3.5144166218658  	 -558.42406472195 -18388.968493677 -2.9144166218658 -39.855773293488 -0.475 -0.23560998930279 -15609886.003498 
11.189737686033 0.012985053045148  	 9763 	 2.3770526730025 3.6058494600267  	 -721.12566080938 -19250.017382618 -3.0058494600267 -39.357910102989 -0.475 -0.23701494695485 -17299464.177663 
11.82193690087 0.011502976728495  	 9623 	 2.3697386005593 3.7167723634322  	 -1008.5409003995 -20184.04300982 -3.1167723634322 -38.722802113722 -0.475 -0.2384970232715 -19529107.722329 
12.898000372126 0.0098362508082718  	 9892 	 2.540253372765 3.8651034735555  	 -2080.7762436276 -21271.348354787 -3.2651034735555 -37.714551617108 -0.475 -0.24016374919173 -22839213.176466 
13.561974786162 0.0084591762633528  	 9986 	 2.3124336720977 4.0136223360476  	 -1547.4441312073 -22204.912011316 -3.4136223360476 -36.959974310523 -0.475 -0.24154082373665 -26558123.481548 
14.733075381395 0.0069892850106134  	 9893 	 2.2365385445562 4.209789066609  	 -1693.9132431709 -23244.623964545 -3.609789066609 -35.758690557006 -0.475 -0.24301071498939 -32144606.561189 
15.682230050924 0.0061377048683165  	 9945 	 2.2518094535348 4.3487758482483  	 -2075.3626780905 -23871.848871043 -3.7487758482483 -34.815609060785 -0.475 -0.24386229513168 -36605266.735404 
17.010223970557 0.0050076844808946  	 9721 	 2.069904654155 4.5757183472022  	 -1752.2658827089 -24739.189188621 -3.9757183472022 -33.41527240282 -0.475 -0.24499231551911 -44866668.644388 
17.950984777238 0.0044605386110943  	 9859 	 2.0539930743257 4.7100085743961  	 -1957.011724961 -25176.464899436 -4.1100085743961 -32.468183630852 -0.475 -0.24553946138891 -50370782.692159 
19.317971980146 0.0037510551134651  	 10000 	 1.9366253312277 4.9184715338347  	 -1795.1433648459 -25764.15509753 -4.3184715338347 -31.054519792932 -0.475 -0.24624894488653 -59898926.457727 
20.225914899566 0.0033826518163848  	 9978 	 1.8898215286861 5.0472428235101  	 -1800.5132413486 -26080.163623925 -4.4472428235101 -30.127963207177 -0.475 -0.24661734818362 -66422983.751405 
21.491447452732 0.0029831387917644  	 9889 	 1.8912634056901 5.2083499709721  	 -2106.5620613254 -26432.77863379 -4.6083499709721 -28.863004082152 -0.475 -0.24701686120824 -75319165.843106 
23.387197244384 0.0024084574366766  	 9953 	 1.6500360561522 5.4945708727894  	 -1226.2738348064 -26961.710185734 -4.8945708727894 -26.871319234989 -0.475 -0.24759154256332 -93291967.47336 
24.87065779844 0.002101795649374  	 9624 	 1.5894074995665 5.6848747583094  	 -1160.6387793823 -27256.734558463 -5.0848747583094 -25.363746970745 -0.475 -0.24789820435063 -106904183.57376 
26.383063172295 0.0018798348180377  	 9993 	 1.6488386367646 5.8457279635082  	 -1817.063068742 -27477.014625938 -5.2457279635082 -23.874977098657 -0.475 -0.24812016518196 -119527194.79407 
28.169299517843 0.0016103281846952  	 9885 	 1.5184804917111 6.0763100342122  	 -1318.6101760587 -27753.477557058 -5.4763100342122 -22.036897892397 -0.475 -0.2483896718153 -139531806.11594 
29.57292720392 0.0014530041826137  	 9907 	 1.4962779890633 6.2345025569624  	 -1406.5647310063 -27920.183045254 -5.6345025569624 -20.624440368707 -0.475 -0.24854699581739 -154639787.68365 
30.622187972074 0.0013305595710426  	 9543 	 1.3879617706573 6.3732351494674  	 -787.84162165176 -28053.068335723 -5.7732351494674 -19.532102717085 -0.475 -0.24866944042896 -168870598.8963 
32.082980142374 0.0012095186067999  	 9884 	 1.3847109023307 6.5270266368916  	 -995.6839719101 -28187.473431643 -5.9270266368916 -18.070017690755 -0.475 -0.2487904813932 -185770148.55092 
33.867788776765 0.0010712820747221  	 9737 	 1.3117465559436 6.7281019551518  	 -674.2813888314 -28345.1720614 -6.1281019551518 -16.256191456849 -0.475 -0.24892871792528 -209741593.19311 
36.306146261501 0.00091644492361526  	 9803 	 1.2141046005973 6.9958732278032  	 -143.58521852067 -28528.010394059 -6.3958732278032 -13.779002196096 -0.475 -0.24908355507638 -245178047.99866 
37.826516612347 0.00083886732932838  	 9363 	 1.1793139058981 7.1522914509943  	 -10.610518065943 -28622.489473146 -6.5522914509943 -12.244795739048 -0.475 -0.24916113267067 -267851610.23663 
38.944537324651 0.0007953631474748  	 9508 	 1.2168996507569 7.2481497486999  	 -523.26261871668 -28676.423449555 -6.6481497486999 -11.141722712096 -0.475 -0.24920463685253 -282502164.16588 
40.449915251621 0.0007346948912403  	 7741 	 1.2000240400468 7.3933585528253  	 -549.87089768217 -28752.88865253 -6.7933585528253 -9.629633429 -0.475 -0.24926530510876 -305829736.58212 
42.051790034491 0.00067437153103146  	 8144 	 1.1530430337705 7.5534214373682  	 -277.66823657149 -28830.502259867 -6.9534214373682 -8.0090745066504 -0.475 -0.24932562846897 -333186089.35716 
43.068272441648 0.00065117297973038  	 9886 	 1.2414375694064 7.6198150590056  	 -1224.6547076899 -28860.807166002 -7.0198150590056 -7.0277462173798 -0.475 -0.24934882702027 -345055878.54246 
44.09892585652 0.00063026564158297  	 9517 	 1.3434666247836 7.6822354818713  	 -2147.4870595333 -28888.350977731 -7.0822354818713 -6.0376693089033 -0.475 -0.24936973435842 -356501932.93124 
45.472875780113 0.00058508913868763  	 3066 	 1.260747733825 7.8264175515439  	 -1633.4042313675 -28948.664103618 -7.2264175515439 -4.6308224463394 -0.475 -0.24941491086131 -384027921.08771 
46.869801983358 0.0005359375  	 826 	 1.0824067217991 8  	 -57.895850125409 -29015.625 -7.4 -3.1629708073117 -0.475 -0.2494640625 -419246848.91759 
